14.536	3.981	53	Uranus	0	0
17.147	3.865	55	Neptune	0	0
0.815	0.9499	737	Venus	0	0
1	1	287	Earth	0	0
0.107	0.5320	210	Mars	0	0
318	11.2	152	Jupiter	0	0
95	9.45	134	Saturn	0	0
